film_id,titulo_pelicula,actor_id,actor_full_name,total_actores_en_pelicula,total_peliculas_del_actor,categoria_reparto,nivel_protagonismo
56,Barefoot Manchurian,4,Jennifer Davis,8,22,Elenco Estándar,Actor Promedio
56,Barefoot Manchurian,33,Milla Peck,8,24,Elenco Estándar,Actor Promedio
56,Barefoot Manchurian,137,Morgan Williams,8,27,Elenco Estándar,Actor Promedio
56,Barefoot Manchurian,129,Daryl Crawford,8,30,Elenco Estándar,Actor Promedio
56,Barefoot Manchurian,168,Will Wilson,8,31,Elenco Estándar,Actor Muy Prolífico
56,Barefoot Manchurian,136,Ed Mansfield,8,32,Elenco Estándar,Actor Muy Prolífico
57,Basic Easy,130,Greta Keitel,6,27,Elenco Estándar,Actor Promedio
57,Basic Easy,148,Emily Dee,6,14,Elenco Estándar,Actor Promedio
57,Basic Easy,120,Penelope Monroe,6,27,Elenco Estándar,Actor Promedio
57,Basic Easy,172,Groucho Williams,6,25,Elenco Estándar,Actor Promedio
57,Basic Easy,139,Ewan Gooding,6,33,Elenco Estándar,Actor Muy Prolífico
57,Basic Easy,67,Jessica Bailey,6,23,Elenco Estándar,Actor Promedio
58,Beach Heartbreakers,53,Mena Temple,7,30,Elenco Estándar,Actor Promedio
58,Beach Heartbreakers,44,Nick Stallone,7,30,Elenco Estándar,Actor Promedio
58,Beach Heartbreakers,28,Woody Hoffman,7,31,Elenco Estándar,Actor Muy Prolífico
58,Beach Heartbreakers,96,Gene Willis,7,23,Elenco Estándar,Actor Promedio
58,Beach Heartbreakers,83,Ben Willis,7,33,Elenco Estándar,Actor Muy Prolífico
58,Beach Heartbreakers,126,Frances Tomei,7,23,Elenco Estándar,Actor Promedio
58,Beach Heartbreakers,161,Harvey Hope,7,32,Elenco Estándar,Actor Muy Prolífico
59,Bear Graceland,152,Ben Harris,3,23,Elenco Estándar,Actor Promedio
59,Bear Graceland,104,Penelope Cronyn,3,31,Elenco Estándar,Actor Muy Prolífico
59,Bear Graceland,81,Scarlett Damon,3,36,Elenco Estándar,Actor Muy Prolífico
60,Beast Hunchback,94,Kenneth Torn,5,33,Elenco Estándar,Actor Muy Prolífico
60,Beast Hunchback,76,Angelina Astaire,5,31,Elenco Estándar,Actor Muy Prolífico
60,Beast Hunchback,6,Bette Nicholson,5,20,Elenco Estándar,Actor Promedio
60,Beast Hunchback,41,Jodie Degeneres,5,29,Elenco Estándar,Actor Promedio
60,Beast Hunchback,101,Susan Davis,5,33,Elenco Estándar,Actor Muy Prolífico
61,Beauty Grease,166,Nick Degeneres,5,22,Elenco Estándar,Actor Promedio
61,Beauty Grease,111,Cameron Zellweger,5,33,Elenco Estándar,Actor Muy Prolífico
61,Beauty Grease,174,Michael Bening,5,24,Elenco Estándar,Actor Promedio
61,Beauty Grease,138,Lucille Dee,5,24,Elenco Estándar,Actor Promedio
61,Beauty Grease,136,Ed Mansfield,5,32,Elenco Estándar,Actor Muy Prolífico
62,Bed Highball,107,Gina Degeneres,5,42,Elenco Estándar,Actor Muy Prolífico
62,Bed Highball,125,Albert Nolte,5,31,Elenco Estándar,Actor Muy Prolífico
62,Bed Highball,110,Susan Davis,5,21,Elenco Estándar,Actor Promedio
62,Bed Highball,190,Audrey Bailey,5,27,Elenco Estándar,Actor Promedio
62,Bed Highball,4,Jennifer Davis,5,22,Elenco Estándar,Actor Promedio
63,Bedazzled Married,20,Lucille Tracy,7,30,Elenco Estándar,Actor Promedio
63,Bedazzled Married,51,Gary Phoenix,7,25,Elenco Estándar,Actor Promedio
63,Bedazzled Married,56,Dan Harris,7,28,Elenco Estándar,Actor Promedio
63,Bedazzled Married,120,Penelope Monroe,7,27,Elenco Estándar,Actor Promedio
63,Bedazzled Married,167,Laurence Bullock,7,26,Elenco Estándar,Actor Promedio
63,Bedazzled Married,150,Jayne Nolte,7,34,Elenco Estándar,Actor Muy Prolífico
63,Bedazzled Married,197,Reese West,7,33,Elenco Estándar,Actor Muy Prolífico
64,Beethoven Exorcist,196,Bela Walken,6,30,Elenco Estándar,Actor Promedio
64,Beethoven Exorcist,30,Sandra Peck,6,19,Elenco Estándar,Actor Promedio
64,Beethoven Exorcist,119,Warren Jackman,6,32,Elenco Estándar,Actor Muy Prolífico
64,Beethoven Exorcist,124,Scarlett Bening,6,26,Elenco Estándar,Actor Promedio
64,Beethoven Exorcist,153,Minnie Kilmer,6,20,Elenco Estándar,Actor Promedio
64,Beethoven Exorcist,158,Vivien Basinger,6,35,Elenco Estándar,Actor Muy Prolífico
65,Behavior Runaway,135,Rita Reynolds,5,20,Elenco Estándar,Actor Promedio
65,Behavior Runaway,179,Ed Guiness,5,29,Elenco Estándar,Actor Promedio
65,Behavior Runaway,95,Daryl Wahlberg,5,31,Elenco Estándar,Actor Muy Prolífico
65,Behavior Runaway,32,Tim Hackman,5,23,Elenco Estándar,Actor Promedio
65,Behavior Runaway,45,Reese Kilmer,5,32,Elenco Estándar,Actor Muy Prolífico
66,Beneath Rush,76,Angelina Astaire,7,31,Elenco Estándar,Actor Muy Prolífico
66,Beneath Rush,45,Reese Kilmer,7,32,Elenco Estándar,Actor Muy Prolífico
66,Beneath Rush,98,Chris Bridges,7,27,Elenco Estándar,Actor Promedio
66,Beneath Rush,96,Gene Willis,7,23,Elenco Estándar,Actor Promedio
66,Beneath Rush,101,Susan Davis,7,33,Elenco Estándar,Actor Muy Prolífico
66,Beneath Rush,131,Jane Jackman,7,25,Elenco Estándar,Actor Promedio
66,Beneath Rush,158,Vivien Basinger,7,35,Elenco Estándar,Actor Muy Prolífico
67,Berets Agent,123,Julianne Dench,10,32,Elenco Grande,Actor Muy Prolífico
67,Berets Agent,175,William Hackman,10,27,Elenco Grande,Actor Promedio
67,Berets Agent,155,Ian Tandy,10,31,Elenco Grande,Actor Muy Prolífico
67,Berets Agent,141,Cate Harris,10,28,Elenco Grande,Actor Promedio
67,Berets Agent,144,Angela Witherspoon,10,35,Elenco Grande,Actor Muy Prolífico
67,Berets Agent,199,Julia Fawcett,10,15,Elenco Grande,Actor Promedio
67,Berets Agent,194,Meryl Allen,10,22,Elenco Grande,Actor Promedio
67,Berets Agent,7,Grace Mostel,10,30,Elenco Grande,Actor Promedio
67,Berets Agent,47,Julia Barrymore,10,24,Elenco Grande,Actor Promedio
67,Berets Agent,67,Jessica Bailey,10,23,Elenco Grande,Actor Promedio
68,Betrayed Rear,76,Angelina Astaire,4,31,Elenco Estándar,Actor Muy Prolífico
68,Betrayed Rear,58,Christian Akroyd,4,32,Elenco Estándar,Actor Muy Prolífico
68,Betrayed Rear,114,Morgan Mcdormand,4,25,Elenco Estándar,Actor Promedio
68,Betrayed Rear,166,Nick Degeneres,4,22,Elenco Estándar,Actor Promedio
69,Beverly Outlaw,30,Sandra Peck,4,19,Elenco Estándar,Actor Promedio
69,Beverly Outlaw,80,Ralph Cruz,4,28,Elenco Estándar,Actor Promedio
69,Beverly Outlaw,41,Jodie Degeneres,4,29,Elenco Estándar,Actor Promedio
69,Beverly Outlaw,192,John Suvari,4,29,Elenco Estándar,Actor Promedio
70,Bikini Borrowers,104,Penelope Cronyn,2,31,Elenco Estándar,Actor Muy Prolífico
70,Bikini Borrowers,6,Bette Nicholson,2,20,Elenco Estándar,Actor Promedio
71,Bilko Anonymous,93,Ellen Presley,3,25,Elenco Estándar,Actor Promedio
71,Bilko Anonymous,39,Goldie Brody,3,28,Elenco Estándar,Actor Promedio
71,Bilko Anonymous,183,Russell Close,3,19,Elenco Estándar,Actor Promedio
72,Bill Others,165,Al Garland,6,26,Elenco Estándar,Actor Promedio
72,Bill Others,149,Russell Temple,6,31,Elenco Estándar,Actor Muy Prolífico
72,Bill Others,167,Laurence Bullock,6,26,Elenco Estándar,Actor Promedio
72,Bill Others,98,Chris Bridges,6,27,Elenco Estándar,Actor Promedio
72,Bill Others,59,Dustin Tautou,6,27,Elenco Estándar,Actor Promedio
72,Bill Others,85,Minnie Zellweger,6,31,Elenco Estándar,Actor Muy Prolífico
73,Bingo Talented,39,Goldie Brody,5,28,Elenco Estándar,Actor Promedio
73,Bingo Talented,77,Cary Mcconaughey,5,24,Elenco Estándar,Actor Promedio
73,Bingo Talented,63,Cameron Wray,5,19,Elenco Estándar,Actor Promedio
73,Bingo Talented,187,Renee Ball,5,33,Elenco Estándar,Actor Muy Prolífico
73,Bingo Talented,176,Jon Chase,5,29,Elenco Estándar,Actor Promedio
74,Birch Antitrust,173,Alan Dreyfuss,6,27,Elenco Estándar,Actor Promedio
74,Birch Antitrust,139,Ewan Gooding,6,33,Elenco Estándar,Actor Muy Prolífico
74,Birch Antitrust,181,Matthew Carrey,6,39,Elenco Estándar,Actor Muy Prolífico
74,Birch Antitrust,95,Daryl Wahlberg,6,31,Elenco Estándar,Actor Muy Prolífico
74,Birch Antitrust,9,Joe Swank,6,25,Elenco Estándar,Actor Promedio
74,Birch Antitrust,28,Woody Hoffman,6,31,Elenco Estándar,Actor Muy Prolífico
75,Bird Independence,55,Fay Kilmer,2,20,Elenco Estándar,Actor Promedio
75,Bird Independence,150,Jayne Nolte,2,34,Elenco Estándar,Actor Muy Prolífico
76,Birdcage Casper,187,Renee Ball,4,33,Elenco Estándar,Actor Muy Prolífico
76,Birdcage Casper,122,Salma Nolte,4,25,Elenco Estándar,Actor Promedio
76,Birdcage Casper,94,Kenneth Torn,4,33,Elenco Estándar,Actor Muy Prolífico
76,Birdcage Casper,88,Kenneth Pesci,4,20,Elenco Estándar,Actor Promedio
77,Birds Perdition,73,Gary Penn,4,26,Elenco Estándar,Actor Promedio
77,Birds Perdition,30,Sandra Peck,4,19,Elenco Estándar,Actor Promedio
77,Birds Perdition,140,Whoopi Hurt,4,32,Elenco Estándar,Actor Muy Prolífico
77,Birds Perdition,109,Sylvester Dern,4,22,Elenco Estándar,Actor Promedio
78,Blackout Private,169,Kenneth Hoffman,5,29,Elenco Estándar,Actor Promedio
78,Blackout Private,111,Cameron Zellweger,5,33,Elenco Estándar,Actor Muy Prolífico
78,Blackout Private,181,Matthew Carrey,5,39,Elenco Estándar,Actor Muy Prolífico
78,Blackout Private,23,Sandra Kilmer,5,37,Elenco Estándar,Actor Muy Prolífico
78,Blackout Private,77,Cary Mcconaughey,5,24,Elenco Estándar,Actor Promedio
79,Blade Polish,4,Jennifer Davis,5,22,Elenco Estándar,Actor Promedio
79,Blade Polish,29,Alec Wayne,5,29,Elenco Estándar,Actor Promedio
79,Blade Polish,143,River Dean,5,31,Elenco Estándar,Actor Muy Prolífico
79,Blade Polish,144,Angela Witherspoon,5,35,Elenco Estándar,Actor Muy Prolífico
79,Blade Polish,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
80,Blanket Beverly,173,Alan Dreyfuss,4,27,Elenco Estándar,Actor Promedio
80,Blanket Beverly,193,Burt Temple,4,23,Elenco Estándar,Actor Promedio
80,Blanket Beverly,200,Thora Temple,4,20,Elenco Estándar,Actor Promedio
80,Blanket Beverly,16,Fred Costner,4,27,Elenco Estándar,Actor Promedio
81,Blindness Gun,36,Burt Dukakis,3,29,Elenco Estándar,Actor Promedio
81,Blindness Gun,98,Chris Bridges,3,27,Elenco Estándar,Actor Promedio
81,Blindness Gun,132,Adam Hopper,3,22,Elenco Estándar,Actor Promedio
82,Blood Argonauts,128,Cate Mcqueen,4,30,Elenco Estándar,Actor Promedio
82,Blood Argonauts,159,Laura Brody,4,26,Elenco Estándar,Actor Promedio
82,Blood Argonauts,132,Adam Hopper,4,22,Elenco Estándar,Actor Promedio
82,Blood Argonauts,189,Cuba Birch,4,24,Elenco Estándar,Actor Promedio
83,Blues Instinct,122,Salma Nolte,4,25,Elenco Estándar,Actor Promedio
83,Blues Instinct,106,Groucho Dunst,4,35,Elenco Estándar,Actor Muy Prolífico
83,Blues Instinct,181,Matthew Carrey,4,39,Elenco Estándar,Actor Muy Prolífico
83,Blues Instinct,24,Cameron Streep,4,24,Elenco Estándar,Actor Promedio
84,Boiled Dares,18,Dan Torn,8,22,Elenco Estándar,Actor Promedio
84,Boiled Dares,44,Nick Stallone,8,30,Elenco Estándar,Actor Promedio
84,Boiled Dares,54,Penelope Pinkett,8,25,Elenco Estándar,Actor Promedio
84,Boiled Dares,32,Tim Hackman,8,23,Elenco Estándar,Actor Promedio
84,Boiled Dares,99,Jim Mostel,8,26,Elenco Estándar,Actor Promedio
84,Boiled Dares,113,Morgan Hopkins,8,27,Elenco Estándar,Actor Promedio
84,Boiled Dares,199,Julia Fawcett,8,15,Elenco Estándar,Actor Promedio
84,Boiled Dares,191,Gregory Gooding,8,30,Elenco Estándar,Actor Promedio
85,Bonnie Holocaust,27,Julia Mcqueen,9,33,Elenco Estándar,Actor Muy Prolífico
85,Bonnie Holocaust,60,Henry Berry,9,35,Elenco Estándar,Actor Muy Prolífico
85,Bonnie Holocaust,5,Johnny Lollobrigida,9,29,Elenco Estándar,Actor Promedio
85,Bonnie Holocaust,85,Minnie Zellweger,9,31,Elenco Estándar,Actor Muy Prolífico
85,Bonnie Holocaust,126,Frances Tomei,9,23,Elenco Estándar,Actor Promedio
85,Bonnie Holocaust,179,Ed Guiness,9,29,Elenco Estándar,Actor Promedio
85,Bonnie Holocaust,162,Oprah Kilmer,9,25,Elenco Estándar,Actor Promedio
85,Bonnie Holocaust,147,Fay Winslet,9,31,Elenco Estándar,Actor Muy Prolífico
85,Bonnie Holocaust,101,Susan Davis,9,33,Elenco Estándar,Actor Muy Prolífico
86,Boogie Amelie,177,Gene Mckellen,6,27,Elenco Estándar,Actor Promedio
86,Boogie Amelie,166,Nick Degeneres,6,22,Elenco Estándar,Actor Promedio
86,Boogie Amelie,194,Meryl Allen,6,22,Elenco Estándar,Actor Promedio
86,Boogie Amelie,78,Groucho Sinatra,6,26,Elenco Estándar,Actor Promedio
86,Boogie Amelie,41,Jodie Degeneres,6,29,Elenco Estándar,Actor Promedio
86,Boogie Amelie,25,Kevin Bloom,6,21,Elenco Estándar,Actor Promedio
87,Boondock Ballroom,3,Ed Chase,13,22,Mega Elenco,Actor Promedio
87,Boondock Ballroom,64,Ray Johansson,13,30,Mega Elenco,Actor Promedio
87,Boondock Ballroom,98,Chris Bridges,13,27,Mega Elenco,Actor Promedio
87,Boondock Ballroom,56,Dan Harris,13,28,Mega Elenco,Actor Promedio
87,Boondock Ballroom,16,Fred Costner,13,27,Mega Elenco,Actor Promedio
87,Boondock Ballroom,88,Kenneth Pesci,13,20,Mega Elenco,Actor Promedio
87,Boondock Ballroom,30,Sandra Peck,13,19,Mega Elenco,Actor Promedio
87,Boondock Ballroom,13,Uma Wood,13,35,Mega Elenco,Actor Muy Prolífico
87,Boondock Ballroom,4,Jennifer Davis,13,22,Mega Elenco,Actor Promedio
87,Boondock Ballroom,21,Kirsten Paltrow,13,27,Mega Elenco,Actor Promedio
87,Boondock Ballroom,119,Warren Jackman,13,32,Mega Elenco,Actor Muy Prolífico
87,Boondock Ballroom,184,Humphrey Garland,13,29,Mega Elenco,Actor Promedio
87,Boondock Ballroom,190,Audrey Bailey,13,27,Mega Elenco,Actor Promedio
88,Born Spinal,194,Meryl Allen,9,22,Elenco Estándar,Actor Promedio
88,Born Spinal,44,Nick Stallone,9,30,Elenco Estándar,Actor Promedio
88,Born Spinal,21,Kirsten Paltrow,9,27,Elenco Estándar,Actor Promedio
88,Born Spinal,69,Kenneth Paltrow,9,21,Elenco Estándar,Actor Promedio
88,Born Spinal,64,Ray Johansson,9,30,Elenco Estándar,Actor Promedio
88,Born Spinal,59,Dustin Tautou,9,27,Elenco Estándar,Actor Promedio
88,Born Spinal,31,Sissy Sobieski,9,18,Elenco Estándar,Actor Promedio
88,Born Spinal,116,Dan Streep,9,24,Elenco Estándar,Actor Promedio
88,Born Spinal,135,Rita Reynolds,9,20,Elenco Estándar,Actor Promedio
89,Borrowers Bedazzled,129,Daryl Crawford,7,30,Elenco Estándar,Actor Promedio
89,Borrowers Bedazzled,176,Jon Chase,7,29,Elenco Estándar,Actor Promedio
89,Borrowers Bedazzled,161,Harvey Hope,7,32,Elenco Estándar,Actor Muy Prolífico
89,Borrowers Bedazzled,15,Cuba Olivier,7,28,Elenco Estándar,Actor Promedio
89,Borrowers Bedazzled,81,Scarlett Damon,7,36,Elenco Estándar,Actor Muy Prolífico
89,Borrowers Bedazzled,22,Elvis Marx,7,26,Elenco Estándar,Actor Promedio
89,Borrowers Bedazzled,43,Kirk Jovovich,7,26,Elenco Estándar,Actor Promedio
90,Boulevard Mob,34,Audrey Olivier,8,25,Elenco Estándar,Actor Promedio
90,Boulevard Mob,26,Rip Crawford,8,33,Elenco Estándar,Actor Muy Prolífico
90,Boulevard Mob,92,Kirsten Akroyd,8,34,Elenco Estándar,Actor Muy Prolífico
90,Boulevard Mob,116,Dan Streep,8,24,Elenco Estándar,Actor Promedio
90,Boulevard Mob,139,Ewan Gooding,8,33,Elenco Estándar,Actor Muy Prolífico
90,Boulevard Mob,114,Morgan Mcdormand,8,25,Elenco Estándar,Actor Promedio
90,Boulevard Mob,144,Angela Witherspoon,8,35,Elenco Estándar,Actor Muy Prolífico
90,Boulevard Mob,161,Harvey Hope,8,32,Elenco Estándar,Actor Muy Prolífico
91,Bound Cheaper,15,Cuba Olivier,2,28,Elenco Estándar,Actor Promedio
91,Bound Cheaper,12,Karl Berry,2,31,Elenco Estándar,Actor Muy Prolífico
92,Bowfinger Gables,12,Karl Berry,5,31,Elenco Estándar,Actor Muy Prolífico
92,Bowfinger Gables,52,Carmen Hunt,5,26,Elenco Estándar,Actor Promedio
92,Bowfinger Gables,85,Minnie Zellweger,5,31,Elenco Estándar,Actor Muy Prolífico
92,Bowfinger Gables,70,Michelle Mcconaughey,5,23,Elenco Estándar,Actor Promedio
92,Bowfinger Gables,168,Will Wilson,5,31,Elenco Estándar,Actor Muy Prolífico
93,Brannigan Sunrise,169,Kenneth Hoffman,2,29,Elenco Estándar,Actor Promedio
93,Brannigan Sunrise,26,Rip Crawford,2,33,Elenco Estándar,Actor Muy Prolífico
94,Braveheart Human,44,Nick Stallone,4,30,Elenco Estándar,Actor Promedio
94,Braveheart Human,92,Kirsten Akroyd,4,34,Elenco Estándar,Actor Muy Prolífico
94,Braveheart Human,131,Jane Jackman,4,25,Elenco Estándar,Actor Promedio
94,Braveheart Human,150,Jayne Nolte,4,34,Elenco Estándar,Actor Muy Prolífico
95,Breakfast Goldfinger,185,Michael Bolger,5,30,Elenco Estándar,Actor Promedio
95,Breakfast Goldfinger,149,Russell Temple,5,31,Elenco Estándar,Actor Muy Prolífico
95,Breakfast Goldfinger,165,Al Garland,5,26,Elenco Estándar,Actor Promedio
95,Breakfast Goldfinger,186,Julia Zellweger,5,16,Elenco Estándar,Actor Promedio
95,Breakfast Goldfinger,76,Angelina Astaire,5,31,Elenco Estándar,Actor Muy Prolífico
96,Breaking Home,28,Woody Hoffman,6,31,Elenco Estándar,Actor Muy Prolífico
96,Breaking Home,7,Grace Mostel,6,30,Elenco Estándar,Actor Promedio
96,Breaking Home,52,Carmen Hunt,6,26,Elenco Estándar,Actor Promedio
96,Breaking Home,17,Helen Voight,6,32,Elenco Estándar,Actor Muy Prolífico
96,Breaking Home,137,Morgan Williams,6,27,Elenco Estándar,Actor Promedio
96,Breaking Home,126,Frances Tomei,6,23,Elenco Estándar,Actor Promedio
97,Bride Intrigue,65,Angela Hudson,1,34,Elenco Estándar,Actor Muy Prolífico
98,Bright Encounters,194,Meryl Allen,4,22,Elenco Estándar,Actor Promedio
98,Bright Encounters,111,Cameron Zellweger,4,33,Elenco Estándar,Actor Muy Prolífico
98,Bright Encounters,187,Renee Ball,4,33,Elenco Estándar,Actor Muy Prolífico
98,Bright Encounters,125,Albert Nolte,4,31,Elenco Estándar,Actor Muy Prolífico
99,Bringing Hysterical,144,Angela Witherspoon,2,35,Elenco Estándar,Actor Muy Prolífico
99,Bringing Hysterical,48,Frances Day-Lewis,2,26,Elenco Estándar,Actor Promedio
100,Brooklyn Desert,90,Sean Guiness,5,33,Elenco Estándar,Actor Muy Prolífico
100,Brooklyn Desert,41,Jodie Degeneres,5,29,Elenco Estándar,Actor Promedio
100,Brooklyn Desert,62,Jayne Neeson,5,29,Elenco Estándar,Actor Promedio
100,Brooklyn Desert,125,Albert Nolte,5,31,Elenco Estándar,Actor Muy Prolífico
100,Brooklyn Desert,172,Groucho Williams,5,25,Elenco Estándar,Actor Promedio
101,Brotherhood Blanket,129,Daryl Crawford,5,30,Elenco Estándar,Actor Promedio
101,Brotherhood Blanket,16,Fred Costner,5,27,Elenco Estándar,Actor Promedio
101,Brotherhood Blanket,62,Jayne Neeson,5,29,Elenco Estándar,Actor Promedio
101,Brotherhood Blanket,57,Jude Cruise,5,30,Elenco Estándar,Actor Promedio
101,Brotherhood Blanket,48,Frances Day-Lewis,5,26,Elenco Estándar,Actor Promedio
102,Bubble Grosse,188,Rock Dukakis,3,30,Elenco Estándar,Actor Promedio
102,Bubble Grosse,170,Mena Hopper,3,24,Elenco Estándar,Actor Promedio
102,Bubble Grosse,158,Vivien Basinger,3,35,Elenco Estándar,Actor Muy Prolífico
103,Bucket Brotherhood,32,Tim Hackman,6,23,Elenco Estándar,Actor Promedio
103,Bucket Brotherhood,89,Charlize Dench,6,24,Elenco Estándar,Actor Promedio
103,Bucket Brotherhood,92,Kirsten Akroyd,6,34,Elenco Estándar,Actor Muy Prolífico
103,Bucket Brotherhood,51,Gary Phoenix,6,25,Elenco Estándar,Actor Promedio
103,Bucket Brotherhood,26,Rip Crawford,6,33,Elenco Estándar,Actor Muy Prolífico
103,Bucket Brotherhood,193,Burt Temple,6,23,Elenco Estándar,Actor Promedio
104,Bugsy Song,82,Woody Jolie,2,31,Elenco Estándar,Actor Muy Prolífico
104,Bugsy Song,92,Kirsten Akroyd,2,34,Elenco Estándar,Actor Muy Prolífico
105,Bull Shawshank,43,Kirk Jovovich,8,26,Elenco Estándar,Actor Promedio
105,Bull Shawshank,2,Nick Wahlberg,8,25,Elenco Estándar,Actor Promedio
105,Bull Shawshank,23,Sandra Kilmer,8,37,Elenco Estándar,Actor Muy Prolífico
105,Bull Shawshank,29,Alec Wayne,8,29,Elenco Estándar,Actor Promedio
105,Bull Shawshank,123,Julianne Dench,8,32,Elenco Estándar,Actor Muy Prolífico
105,Bull Shawshank,144,Angela Witherspoon,8,35,Elenco Estándar,Actor Muy Prolífico
105,Bull Shawshank,116,Dan Streep,8,24,Elenco Estándar,Actor Promedio
105,Bull Shawshank,150,Jayne Nolte,8,34,Elenco Estándar,Actor Muy Prolífico
106,Bulworth Commandments,124,Scarlett Bening,4,26,Elenco Estándar,Actor Promedio
106,Bulworth Commandments,173,Alan Dreyfuss,4,27,Elenco Estándar,Actor Promedio
106,Bulworth Commandments,1,Penelope Guiness,4,19,Elenco Estándar,Actor Promedio
106,Bulworth Commandments,65,Angela Hudson,4,34,Elenco Estándar,Actor Muy Prolífico
107,Bunch Minds,40,Johnny Cage,8,29,Elenco Estándar,Actor Promedio
107,Bunch Minds,98,Chris Bridges,8,27,Elenco Estándar,Actor Promedio
107,Bunch Minds,12,Karl Berry,8,31,Elenco Estándar,Actor Muy Prolífico
107,Bunch Minds,28,Woody Hoffman,8,31,Elenco Estándar,Actor Muy Prolífico
107,Bunch Minds,142,Jada Ryder,8,31,Elenco Estándar,Actor Muy Prolífico
107,Bunch Minds,167,Laurence Bullock,8,26,Elenco Estándar,Actor Promedio
107,Bunch Minds,130,Greta Keitel,8,27,Elenco Estándar,Actor Promedio
107,Bunch Minds,139,Ewan Gooding,8,33,Elenco Estándar,Actor Muy Prolífico
108,Butch Panther,106,Groucho Dunst,3,35,Elenco Estándar,Actor Muy Prolífico
108,Butch Panther,15,Cuba Olivier,3,28,Elenco Estándar,Actor Promedio
108,Butch Panther,52,Carmen Hunt,3,26,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,44,Nick Stallone,7,30,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,53,Mena Temple,7,30,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,145,Kim Allen,7,28,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,179,Ed Guiness,7,29,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,178,Lisa Monroe,7,23,Elenco Estándar,Actor Promedio
109,Butterfly Chocolat,198,Mary Keitel,7,40,Elenco Estándar,Actor Muy Prolífico
109,Butterfly Chocolat,193,Burt Temple,7,23,Elenco Estándar,Actor Promedio
110,Cabin Flash,83,Ben Willis,4,33,Elenco Estándar,Actor Muy Prolífico
110,Cabin Flash,29,Alec Wayne,4,29,Elenco Estándar,Actor Promedio
110,Cabin Flash,13,Uma Wood,4,35,Elenco Estándar,Actor Muy Prolífico
110,Cabin Flash,187,Renee Ball,4,33,Elenco Estándar,Actor Muy Prolífico
